url,name,5,4,3,2,1,total
https://www.amazon.com/Samsung-Electronics-Smartwatch-Detection-Bluetooth/dp/B096BJLZZM/ref=sr_1_10?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-10&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Samsung Electronics Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version Black,75%,13%,5%,2%,4%,1521
https://www.amazon.com/Samsung-Electronics-Smartwatch-Detection-Bluetooth/dp/B096BKVWZZ/ref=sr_1_11?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-11&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Samsung Electronics Galaxy Watch 4 Classic 42mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version Black,70%,13%,6%,4%,7%,577
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A066006333LH85129HAOS&url=%2FReminder-Waterproof-Smartwatch-Pedometer-Calories%2Fdp%2FB0925R6XV5%2Fref%3Dsr_1_12_sspa%3Fcrid%3D10EYU49Y1MORK%26keywords%3Dsmartwatch%26qid%3D1638030662%26sprefix%3Dsmartwa%252Caps%252C318%26sr%3D8-12-spons%26psc%3D1&qualifier=1638030662&id=6341670478922992&widgetName=sp_mtf#customerReviews,Smart Watches for Women Men Make/Answer Call Smart Watch for Android Phones with Heart Rate Monitor Sleep Monitor App Message Reminder Waterproof Android Smartwatch with Music Pedometer Calories,33%,11%,17%,15%,24%,67
https://www.amazon.com/AGPTEK-Waterproof-Smartwatch-Activity-Pedometer/dp/B08HMRY8NG/ref=sr_1_13?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-13&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Smart Watch for Women AGPTEK Smartwatch for Android and iOS Phones IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor Pink LW11,61%,16%,10%,5%,8%,18088
https://www.amazon.com/Fossil-Stainless-Steel-Leather-Touchscreen/dp/B09B2XG2RT/ref=sr_1_14?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-14&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Fossil Men's Gen 6 Touchscreen Smartwatch with Speaker Heart Rate Blood Oxygen GPS Contactless Payments and Smartphone Notifications,57%,23%,3%,9%,7%,107
https://www.amazon.com/Deeprio-Personalized-Waterproof-Smartwatches-Vidaa/dp/B097SSFRTM/ref=sr_1_15?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-15&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,"Deeprio Smart Watch for Android iOS Phones 1.52"" HD Screen Personalized Watch Faces Blood Oxygen Heart Rate Sleep Monitor IP68 Waterproof Fitness Tracker Smartwatches for Men Women BlackVidaa",73%,10%,7%,4%,5%,95
https://www.amazon.com/Amazfit-Smartwatch-Battery-Display-Water-Resistant/dp/B082VZZHK4/ref=sr_1_16?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-16&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Amazfit Bip S Fitness Smartwatch 40 Day Battery Life 10 Sports Modes Heart Rate 1.28'' Always-On Display Water Resistant Built-in GPS Carbon Black,58%,21%,9%,4%,8%,5043
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A10153713N04YQPYM5VVU&url=%2FActivity-Trackers-Waterproof-Smartwatch-Pedometer%2Fdp%2FB09GKFQ62L%2Fref%3Dsr_1_17_sspa%3Fcrid%3D10EYU49Y1MORK%26keywords%3Dsmartwatch%26qid%3D1638030662%26sprefix%3Dsmartwa%252Caps%252C318%26sr%3D8-17-spons%26psc%3D1&qualifier=1638030662&id=6341670478922992&widgetName=sp_mtf#customerReviews,Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,70%,13%,2%,9%,6%,30
https://www.amazon.com/Garmin-v%C3%ADvoactive-Smartwatch-Contactless-Payments/dp/B074KBWL9J/ref=sr_1_18?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-18&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Garmin 010-01769-01 Vivoactive 3 GPS Smartwatch with Contactless Payments and Built-In Sports Apps Black with Silver Hardware,73%,15%,5%,3%,4%,10328
https://www.amazon.com/Fitness-Smartwatch-Waterproof-Pedometer-Activity/dp/B09CKLQP4K/ref=sr_1_19?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-19&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Smart Watch for Men Women 2021 1.69'' HD Touch Screen Fitness Tracker Smartwatch for Android iOS Fitness Watches Sleep Heart Rate Monitor IP68 Waterproof Pedometer Activity Tracker 24 Sports Modes,88%,2%,3%,4%,3%,243
https://www.amazon.com/Watches-Android-Compatible-Waterproof-Smartwatch/dp/B09G62P2LG/ref=sr_1_20?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-20&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Smart Watches for Women 2021 HD LCD Smart Watch for Android Phones and iPhone Compatible 3ATM Waterproof Fitness Smartwatch with Sleep Tracker Heart Rate Blood Oxygen Monitor Smartwatch Rose Gold,82%,8%,3%,3%,4%,369
https://www.amazon.com/Android-Compatible-Waterproof-Fitness-Smartwatch/dp/B0991ZHK6P/ref=sr_1_21?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030662&qsid=144-6184532-5584651&sprefix=smartwa%2Caps%2C318&sr=8-21&sres=B07W6RWL2R%2CB07TWFVDWT%2CB08FRQ57JG%2CB09D9D6FF7%2CB08DFLG5SP%2CB07W6V2RNK%2CB096BJLZZM%2CB096BKVWZZ%2CB08HMRY8NG%2CB09B2XG2RT%2CB097SSFRTM%2CB082VZZHK4%2CB074KBWL9J%2CB09CKLQP4K%2CB09G62P2LG%2CB0991ZHK6P&srpt=WEARABLE_COMPUTER#customerReviews,Smart Watch AOKESI 2021 Smart Watch for Android Phones and iPhone Compatible with Alexa Built-in Smart Watch for Men 5ATM Waterproof Fitness Smartwatch with Sleep Heart Rate Blood Oxygen Monitor,74%,10%,6%,3%,7%,663
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08426272C7EDHGI5HKUH&url=%2Fsuinsist-Activity-Waterproof-Pedometer-Smartwatch%2Fdp%2FB08R7GX1GB%2Fref%3Dsr_1_22_sspa%3Fcrid%3D10EYU49Y1MORK%26keywords%3Dsmartwatch%26qid%3D1638030662%26sprefix%3Dsmartwa%252Caps%252C318%26sr%3D8-22-spons%26psc%3D1&qualifier=1638030662&id=6341670478922992&widgetName=sp_btf#customerReviews,suinsist Smart Watch 2021 with Call Fitness Tracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor for Android iOS Phones,54%,14%,9%,6%,16%,697
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A058175710T9AHY5W2BNI&url=%2FWahoo-ELEMNT-Rival-Multisport-Watch%2Fdp%2FB08VDL1DMQ%2Fref%3Dsr_1_17_sspa%3Fcrid%3D10EYU49Y1MORK%26keywords%3Dsmartwatch%26qid%3D1638030840%26sprefix%3Dsmartwa%252Caps%252C318%26sr%3D8-17-spons%26psc%3D1&qualifier=1638030840&id=8964383809656001&widgetName=sp_atf_next#customerReviews,Wahoo ELEMNT Rival Running/Multisport GPS Smartwatch,0%,0%,100%,0%,0%,3
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A08945962CQWL1FZYTDMF&url=%2FGarmin-Smartwatch-Touchscreen-Features-010-02426-03%2Fdp%2FB08FRQDMV9%2Fref%3Dsr_1_18_sspa%3Fcrid%3D10EYU49Y1MORK%26keywords%3Dsmartwatch%26qid%3D1638030840%26sprefix%3Dsmartwa%252Caps%252C318%26sr%3D8-18-spons%26psc%3D1&qualifier=1638030840&id=8964383809656001&widgetName=sp_atf_next#customerReviews,Garmin Venu Sq Music GPS Smartwatch with Bright Touchscreen Display Features Music and Up to 6 Days of Battery Life Slate and Moss Green,72%,14%,6%,4%,4%,3596
https://www.amazon.com/Garmin-Smartwatch-Touchscreen-Monitoring-010-02173-11/dp/B07WLN9RYD/ref=sr_1_19?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030840&sprefix=smartwa%2Caps%2C318&sr=8-19#customerReviews,Garmin 010-02173-11 Venu GPS Smartwatch with Bright Touchscreen Display Features Music Body Energy Monitoring Animated Workouts Pulse Ox Sensor and More Black,78%,12%,4%,2%,3%,4890
https://www.amazon.com/Fossil-Womens-Stainless-Silicone-Touchscreen/dp/B09B2XYTWC/ref=sr_1_20?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030840&sprefix=smartwa%2Caps%2C318&sr=8-20#customerReviews,Fossil Women's Gen 6 Touchscreen Smartwatch with Speaker Heart Rate Blood Oxygen GPS Contactless Payments and Smartphone Notifications,64%,19%,8%,6%,3%,41
https://www.amazon.com/Fossil-Womens-Stainless-Silicone-Touchscreen/dp/B08FWWKGBZ/ref=sr_1_21?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030840&sprefix=smartwa%2Caps%2C318&sr=8-21#customerReviews,Fossil Women's Gen 5E 42mm Stainless Steel Touchscreen Smartwatch with Speaker Heart Rate Contactless Payments and Smartphone Notifications,70%,13%,7%,4%,6%,3094
https://www.amazon.com/Fossil-Stainless-Steel-Touchscreen-Smart/dp/B08FWKGKC2/ref=sr_1_22?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030840&sprefix=smartwa%2Caps%2C318&sr=8-22#customerReviews,Fossil Men's Gen 5E 44mm Stainless Steel Touchscreen Smartwatch with Speaker Heart Rate Contactless Payments and Smartphone Notifications,68%,17%,6%,3%,5%,3334
https://www.amazon.com/Amazfit-Smartwatch-Military-Certified-Waterproof/dp/B08X9WS6VW/ref=sr_1_23?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030840&sprefix=smartwa%2Caps%2C318&sr=8-23#customerReviews,Amazfit T-Rex Pro Smart Watch with GPS Outdoor Fitness Watch for Men Military Standard Certified 100+ Sports Modes 10 ATM Waterproof 18 Day Battery Life Blood Oxygen Heart Rate Monitor Black,67%,15%,9%,3%,7%,1155
https://www.amazon.com/Fitbit-Fitness-Smartwatch-Exclusive-Included/dp/B08W2GKGR4/ref=sr_1_24?crid=10EYU49Y1MORK&keywords=smartwatch&qid=1638030840&sprefix=smartwa%2Caps%2C318&sr=8-24#customerReviews,Fitbit Versa 3 Health and Fitness Smartwatch Amazon Exclusive Color GPS 24/7 Heart Rate Alexa Built-in 6+ Days Battery Thistle/Gold One Size (S & L Bands Included),76%,13%,4%,2%,4%,24149
